isolate.code,source,isolation.latitude,isolation.longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.wlist,mu.alist,mu.blist,mu.c.opt.list,mu.c.opt.val.list,mu.g.opt.list,mu.g.opt.val.list,mu.n,tmin,tmax,minqual,maxqual
358,Norwegian Sea,66,2,marine,Emiliania huxleyi clone M,Emiliania huxleyi,Coccolithus huxleyi,,,M,huxleyi,Emiliania,Noelaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.979850053,21.22175864,0.046143218,0.123467527,16.46564248,0.352384236,21.71487,0.508848689,5,5.854763159,27.07652179,good,good
361,"Resolute Passage, Canada",74.65,-95.2,marine,Chaetoceros sp.,Chaetoceros ,,,,,,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.950837269,25.77786131,0.499181424,0.018029413,2.074894956,0.518209055,3.553257612,0.525205341,5,-10.8140357,14.96382561,bad,good
362,"Resolute Passage, Canada",74.65,-95.2,marine,Nitzschia frigida,Nitzschia frigida,,,,,frigida,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.930344568,42.73580765,0.927829891,0.235088255,-16.35659236,0.019838126,1.176828069,0.399730243,4,-37.72449619,5.01131146,bad,good
364,"Gulf stream current, North Atlantic",37.51,-68.24,marine,Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,,,MIT9312,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.948104085,17.48573979,0.023559033,0.138328577,21.33228231,0.450506977,25.44666293,0.619660285,14,12.58941241,30.0751522,good,good
365,Equatorial Pacific,0,-140,marine,Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,,,MIT9215,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.936679338,19.49300738,0.047381267,0.092117236,23.46848259,0.411610977,27.19960463,0.495373898,15,13.7219789,33.21498628,good,good
366,Tropical Pacific,-5.7,-107.1,marine,Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,,,MIT9515,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.960167394,54.66316743,0.019036501,0.1787662,1.799730907,0.026261114,24.10391555,0.472884996,11,-25.53185281,29.13131462,bad,good
367,"Mississippi Sound, USA",30.23,-88.8,marine,Alexandrium monilatum,Alexandrium monilatum,,,,,monilatum,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.999936742,18.26731291,0.048114155,0.100802576,24.67548993,0.578784,28.23945961,0.702755015,4,15.54183347,33.80914638,good,good
368,North Atlantic,39,-49.3,marine,Prochlorococcus marinus strain NATL2A,Prochlorococcus marinus,,,NATL2A,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.905451524,21.10846968,0.013693807,0.169067479,17.62382994,0.26949778,23.80593903,0.503473636,11,7.069595093,28.17806478,bad,good
369,"Gulf stream current, North Atlantic",37.51,-68.24,marine,Prochlorococcus marinus strain MIT9313,Prochlorococcus marinus,,,MIT9313,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.859889324,24.88368027,0.00259738,0.223915628,17.7020124,0.136764499,26.45534636,0.49035705,12,5.26017226,30.14385253,bad,good
370,"Harima-Nada, Eastern Seto Inland Sea, Japan",34.5,134.58,marine,Coscinodiscus wailesii,Coscinodiscus wailesii,,,,,wailesii,Coscinodiscus,Coscinodiscaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.855408167,66.94220505,0.136916027,0.107951938,-1.606201027,0.115120025,23.85961432,0.75768248,6,-35.07730355,31.8649015,bad,good
372,"Perch Pond, Falmouth, MA, USA",41.56,-70.58,estuarine,Scrippsiella trochoidea strain ScrpMxB,Scripsiella trochoidea,Glenodinium trochoideum,,ScrpMxB,,trochoidea,Scripsiella,Peridiniaceae,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.951854211,40.57397234,0.197231128,0.078200011,4.540659556,0.281309618,15.73444958,0.469540582,16,-15.74632661,24.82764573,bad,good
402,"Maine (isolated from G.L. by F. Jacoff), USA",43.94,-68.73,marine,Alexandrium tamarense clone GT-6,Alexandrium tamarense,Protogonyaulax tamarensis,,,GT-6,tamarense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,location approximate,dinoflagellates,0.999992527,30.53816912,0.095030551,0.104674958,9.733317889,0.26323129,18.19103884,0.442252996,5,-5.535766672,25.00240245,bad,good
403,unknown,NA,NA,marine,Chaetoceros affinis,Chaetoceros affinis,,,,,affinis,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.943985634,21.87613784,0.192680004,0.095768864,19.10160298,1.200351392,23.78186879,1.535128758,9,8.16353406,30.0396719,good,good
404,Japan,NA,NA,marine,Chaetoceros calcitrans,Chaetoceros calcitrans,,,,,calcitrans,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.857516487,18.40175742,2.987856773,-0.031271891,24.19523962,1.402035942,22.89805344,1.431057828,12,14.99436091,33.39611833,good,good
406,unknown,NA,NA,marine,Chaetoceros gracilis strain NEPCC 645,Chaetoceros gracilis,,,NEPCC 645,,gracilis,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.795311747,25.05282411,0.419754588,0.067997252,17.88000989,1.415816624,22.49144604,1.674707834,18,5.353597842,30.40642195,good,bad
407,"probably from Hawaii; obtained from SERI, Golden, Colorado",NA,NA,marine,Chaetoceros gracilis strain S/CHAET-1,Chaetoceros gracilis,,,S/CHAET-1,,gracilis,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.99431545,26.82689135,0.459433165,0.054490709,26.71465068,1.969812671,31.09360978,2.234140458,8,13.30120501,40.12809636,good,good
411,CCAP,NA,NA,marine,Conticribra weissflogii,Conticribra weissflogii,Thalassiosira weissflogii,,,,weissflogii,Conticribra,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.928972906,62.09633114,10.2085162,-0.124981684,39.19741292,0.076097767,15.13588578,0.614933895,5,8.149247351,70.24557849,good,bad
412,CCAP,NA,NA,marine,Coscinodiscus sp.,Coscinodiscus ,,,,,,Coscinodiscus,Coscinodiscaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.679315229,63.91396092,6.65661281,-0.136635916,40.62599668,0.025852202,15.16036033,0.306140121,5,8.669016215,72.58297714,good,bad
414,unknown,NA,NA,marine,Cylindrotheca closterium,Cylindrotheca closterium,Nitzschia closterium,,,,closterium,Cylindrotheca,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.735390566,32.19725148,0.296892852,0.024413615,22.47873582,0.51396671,25.52785341,0.533823878,12,6.380110084,38.57736156,bad,bad
415,obtained from TJ Smayda,NA,NA,marine,Ditylum brightwellii,Ditylum brightwellii,,,,,brightwellii,Ditylum,Lithodesmiaceae,Lithodesmiales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.995985955,68.10934385,0.192522776,0.130049366,-2.019217716,0.148059835,25.20354425,1.842725266,5,-36.07388964,32.03545421,bad,good
416,CCAP,NA,NA,marine,Ditylum brightwellii,Ditylum brightwellii,,,,,brightwellii,Ditylum,Lithodesmiaceae,Lithodesmiales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.841183803,33.77901923,0.552984055,0.013912419,18.73662856,0.717663636,20.69080036,0.727570261,6,1.847118939,35.62613817,bad,bad
421,unknown,NA,NA,marine,Emiliania huxleyi,Emiliania huxleyi,Coccolithus huxleyi,,,,huxleyi,Emiliania,Noelaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.857413,18.79512496,0.241616043,0.069368601,19.46537767,0.932282495,22.25782296,1.031639402,17,10.06781519,28.86294015,good,good
422,"obtained from MBL, Plymouth",NA,NA,marine,Emiliania huxleyi clone P3,Emiliania huxleyi,Coccolithus huxleyi,,,P3,huxleyi,Emiliania,Noelaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.995805483,24.79503557,0.011404447,0.211949659,13.16796614,0.185851745,21.71492775,0.596795813,7,0.770448351,25.56548392,good,good
423,"obtained from MBL, Plymouth",NA,NA,marine,Emiliania huxleyi clone P8,Emiliania huxleyi,Coccolithus huxleyi,,,P8,huxleyi,Emiliania,Noelaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.980543209,24.49958565,0.014985386,0.212308813,11.75615966,0.181819017,20.17002247,0.573133836,7,-0.493633163,24.00595249,bad,good
430,CCAP,NA,NA,marine,Phaeodactylum tricornutum,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,,,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.99747126,39.87976363,0.215658806,0.107027058,10.03999686,0.631595329,22.71745383,1.461463955,5,-9.899884953,29.97987867,bad,good
432,unknown,NA,NA,marine,Phaeodactylum tricornutum,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,,,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.887800622,32.30354982,0.574828636,0.057312838,13.74744123,1.263924508,20.07609728,1.537655402,10,-2.404333681,29.89921614,bad,good
434,unknown,NA,NA,marine,Pleurochrysis carterae,Pleurochrysis carterae,Cricosphaera carterae,,,,carterae,Pleurochrysis,Pleurochrysidaceae,Coccolithales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.812741886,19.53343034,0.114042492,0.052650217,17.78413857,0.290879725,20.14783121,0.310133273,13,8.017423401,27.55085374,good,good
436,CCAP,NA,NA,marine,Skeletonema costatum,Skeletonema costatum,,,,,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.924896768,33.2436146,0.512709202,0.025980033,17.96823816,0.817723487,21.4004524,0.855871334,5,1.346430858,34.59004546,bad,bad
450,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema costatum s.s. strain FDK009,Skeletonema costatum,,,FDK009,,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.985043192,30.32904405,0.368910953,0.058240793,19.87845921,1.174141498,25.61681131,1.405232394,6,4.713937191,35.04298124,bad,good
451,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema pseudocostatum strain FDK225,Skeletonema pseudocostatum,,,FDK225,,pseudocostatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.905020393,64.71757079,0.225548547,0.108101198,2.712372076,0.302398623,27.11736364,1.823897938,6,-29.64641332,35.07115747,bad,good
452,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema marinoi_dohrnii complex strain FDK031,Skeletonema marinoi-dohrnii,,,FDK031,,marinoi-dohrnii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.948874996,81.56000786,0.504031019,0.084486538,-5.679357225,0.311939289,24.94702031,1.808331062,6,-46.45936115,35.1006467,bad,good
453,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema marinoi_dohrnii complex strain FDK032,Skeletonema marinoi-dohrnii,,,FDK032,,marinoi-dohrnii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.974155615,77.83420415,0.418041532,0.089669759,-3.854360678,0.295882138,25.47642071,1.773413115,6,-42.77146275,35.0627414,bad,good
454,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema marinoi_dohrnii complex strain FDK033,Skeletonema marinoi-dohrnii,,,FDK033,,marinoi-dohrnii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.898735101,78.81759388,0.431901664,0.085625154,-4.253965464,0.300050708,25.16984957,1.649375221,6,-43.6627624,35.15483148,bad,good
455,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema marinoi_dohrnii complex strain FDK035,Skeletonema marinoi-dohrnii,,,FDK035,,marinoi-dohrnii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.97703716,92.67112394,0.357953649,0.098274389,-11.30979905,0.117794304,25.954553,1.62035413,6,-57.64536102,35.02576292,bad,good
456,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema marinoi_dohrnii complex strain FDK039,Skeletonema marinoi-dohrnii,,,FDK039,,marinoi-dohrnii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.974670116,83.22815686,0.577225092,0.079400187,-6.540361393,0.34341045,24.34368497,1.791584334,6,-48.15443982,35.07371704,bad,good
457,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema japonicum strain FDK154,Skeletonema japonicum,,,FDK154,,japonicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.948882792,92.94744836,0.574935861,0.10013808,-16.42195326,0.111029465,21.12642591,1.65576587,5,-62.89567744,30.05177092,bad,good
458,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema japonicum strain FDK157,Skeletonema japonicum,,,FDK157,,japonicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.859173541,76.95428039,0.350517313,0.11281545,-8.431526219,0.13539598,22.18957032,1.570925479,5,-46.90866641,30.04561398,bad,good
459,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema japonicum strain FDK158,Skeletonema japonicum,,,FDK158,,japonicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.991354819,82.63035132,0.385510441,0.115169817,-11.29336304,0.104995104,22.24042569,1.704012659,5,-52.6085387,30.02181262,bad,good
460,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema japonicum strain FDK159,Skeletonema japonicum,,,FDK159,,japonicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.949122671,69.83956904,0.2306605,0.127464164,-4.913607758,0.123302172,23.03109683,1.562128441,5,-39.83339228,30.00617676,bad,good
461,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema japonicum strain FDK161,Skeletonema japonicum,,,FDK161,,japonicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.96913082,81.05310657,0.370675819,0.113582419,-10.4938972,0.11255091,22.17399421,1.611184428,5,-51.02045049,30.03265609,bad,good
462,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK199,Skeletonema tropicum,,,FDK199,,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.978036086,25.40048379,0.732335127,0.024733323,22.40379646,1.274562902,24.35209536,1.306009536,6,9.703554566,35.10403836,good,good
463,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK202,Skeletonema tropicum,,,FDK202,,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.962948577,25.8079144,0.378761746,0.052124454,22.14230025,1.201183595,26.07774814,1.337515223,6,9.238343046,35.04625745,good,good
464,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK204,Skeletonema tropicum,,,FDK204,,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.976000304,25.47055925,0.535472048,0.047518686,22.32859939,1.547157078,25.88285886,1.689144463,6,9.593319764,35.06387902,good,good
465,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK205,Skeletonema tropicum,,,FDK205,,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.953670427,26.28715863,0.328153077,0.064992388,21.91759917,1.363700583,26.76665394,1.614531757,6,8.77401985,35.06117848,good,good
466,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK207,Skeletonema tropicum,,,FDK207,,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.991565261,25.15350032,0.494205098,0.050212467,22.45761298,1.526301489,26.09600946,1.678898259,6,9.880862819,35.03436314,good,good
467,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema menzelii strain FDK221,Skeletonema menzelii,,,FDK221,,menzelii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.906598805,32.72584887,1.203224637,0.01878021,23.2961221,1.863602057,25.75313498,1.907606139,7,6.933197671,39.65904654,good,good
468,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema menzelii strain DM08080630,Skeletonema menzelii,,,DM08080630,,menzelii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.985884535,39.32522829,0.420419886,0.064740553,20.36433078,1.571289612,29.92204306,2.22802454,7,0.701716636,40.02694493,bad,good
469,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema menzelii strain DM08080730,Skeletonema menzelii,,,DM08080730,,menzelii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.920187356,62.67904995,0.165007459,0.109096492,8.742844131,0.428291615,32.22899221,2.434271253,7,-22.59668084,40.08236911,bad,good
470,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema menzelii strain FDK222,Skeletonema menzelii,,,FDK222,,menzelii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.926430947,32.26560075,1.90044814,0.000742761,23.43937585,1.933824355,23.53551391,1.933893771,7,7.306575472,39.57217622,good,good
471,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK003,Skeletonema ardens,,,FDK003,,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.932676178,36.12338818,0.173239466,0.092021883,22.00343409,1.312215594,32.21440273,2.28476728,7,3.941740001,40.06512818,bad,good
472,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK004,Skeletonema ardens,,,FDK004,,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.964976194,25.22038322,0.354441974,0.059146707,22.44058866,1.336529455,26.62628439,1.523352378,6,9.830397047,35.05078026,good,good
473,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK005,Skeletonema ardens,,,FDK005,,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.873339266,35.14973106,0.143034719,0.094618685,22.51268792,1.203763681,32.45212757,2.096931245,7,4.937822386,40.08755345,bad,good
474,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK006,Skeletonema ardens,,,FDK006,,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.914301739,39.67965641,0.14651917,0.098031317,20.22521765,1.064074827,32.33269658,2.188323141,7,0.385389444,40.06504586,bad,good
475,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK007,Skeletonema ardens,,,FDK007,,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.936676601,36.52917721,0.166949206,0.092194265,21.79935446,1.245715171,32.19556026,2.195993962,7,3.534765852,40.06394306,bad,good
476,"Aysen Region, Chile",-46.66,-75.92,marine,Alexandrium catenella strain ACC02,Alexandrium catenella,,,ACC02,,catenella,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.488137091,23.24192374,0.001458983,0.41775794,4.744520362,0.010588837,14.21595447,0.185881033,4,-6.876441508,16.36548223,bad,good
477,"Guam, Northern Mariana Islands",13.83,144.75,marine,Phaeodactylum tricornutum strain CCMP633,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,,CCMP633,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.965930937,77.94186547,0.224165717,0.110581838,-8.946467871,0.083351677,22.01669828,0.943282384,4,-47.9174006,30.02446486,bad,good
542,"Gulf of Naples, Italy",40.96,14.25,marine,Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,,,CCAP1085_21,,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.985125651,31.58520276,0.379442478,0.04392338,14.21372264,0.708406262,19.15521215,0.793956233,15,-1.578878743,30.00632402,bad,good
543,"Gulf of Naples, Italy",40.75,14.33,marine,Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,,,CCMP1647,,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.981516339,26.01750927,0.249963255,0.057850734,16.992631,0.668041374,21.34035494,0.763126322,15,3.98387636,30.00138563,good,good
544,"Gulf of Naples, Italy",40.49,14.14,marine,Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,,,CCMP3264,,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.984946952,29.15346867,0.46598401,0.034532758,15.46187669,0.794801637,18.92418951,0.845209512,15,0.885142355,30.03861102,good,good
